自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
スバル,エクシーガ,YA4/YA5,2008.6～,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,212212,3AAA-S9-A1-000-2CUP-qq-e-447,出さない,3AAA.S9.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/9|175/8,40|55,+40/-20|+45/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,530000,出さない,受注生産　1ヶ月程度
スバル,エクシーガ,YA4/YA5,2008/6～,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,212213,3AAA-S9-A1-000-qq-e-82,3AAA-S9-A1-000-qq-e-d-82,3AAA.S9.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|175/8,40|55,+40/-20|+45/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,250500,受注生産　2～3週間程度
スバル,エクシーガ,YA4/YA5,2008/6～,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,212214,3AAA-S9-A1-R00-qq-e-84,3AAA-S9-A1-R00-qq-e-d-84,3AAA.S9.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|175/8,40|55,+40/-20|+45/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
スバル,フォレスター,SF5,1997/2～2002/2,,Fr：調整式ピロボール<br>Rr：調整式ピロボール,250831,,212205,3AAA-S6-B1-000-qq-e-87,3AAA-S6-B1-000-qq-e-d-87,3AAA.S6.B1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|調整式ピロボール,200/9|250/5,30|50,+40/-10|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,320000,258000,受注生産　2～3週間程度
スバル,フォレスター,SG5/SG9,2002/2～2007/12,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,250831,,211866,3AAA-S6-A1-000-qq-e-88,3AAA-S6-A1-000-qq-e-d-88,3AAA.S6.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|250/5,30|50,+20/-30|+30/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,320000,258000,受注生産　2～3週間程度
スバル,フォレスター,SG5/SG9,2002/2～2007/12,,Fr：純正流用<br>Rr：純正流用,235319,,212519,3AAA-S6-A1-R11-qq-e-89,3AAA-S6-A1-R11-qq-e-d-89,3AAA.S6.A1.R11,Aragosta,全長調整式車高調,S,純正流用|純正流用,200/9|250/5,30|50,+20/-30|+30/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,300000,243000,受注生産　2～3週間程度
スバル,フォレスター,SH5/SH9,2007/12～2012/11,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,211497,3AAA-S8-A1-R00-qq-e-93,3AAA-S8-A1-R00-qq-e-d-93,3AAA.S8.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|225/5,40|35,+40/-20|+40/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
スバル,フォレスター,SH5/SH9,2007/12～2012/11,,Fr：純正流用<br>Rr：固定式強化ラバー,237646,,212211,3AAA-S8-A1-R11-qq-e-95,3AAA-S8-A1-R11-qq-e-d-95,3AAA.S8.A1.R11,Aragosta,全長調整式車高調,S,純正流用|固定式強化ラバー,200/9|225/5,40|35,+40/-20|+40/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
スバル,フォレスター,SH5/SH9,2007/12～2012/11,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,212872,3AAA-S8-A1-000-qq-e-91,3AAA-S8-A1-000-qq-e-d-91,3AAA.S8.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|225/5,40|35,+40/-20|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,310000,250500,受注生産　2～3週間程度
スバル,フォレスター,SJ5,2012/11～,,Fr：純正流用<br>Rr：固定式強化ラバー,237646,,211512,3AAA-SI-A1-R11-qq-e-97,3AAA-SI-A1-R11-qq-e-d-97,3AAA.SI.A1.R11,Aragosta,全長調整式車高調,S,純正流用|固定式強化ラバー,200/9|200/8,35|40,+20/-25|+30/-37,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
スバル,フォレスター,SJ5,2012/11～,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,212226,3AAA-SI-A1-000-qq-e-99,3AAA-SI-A1-000-qq-e-d-99,3AAA.SI.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|200/8,35|40,+20/-25|+30/-37,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,250500,受注生産　2～3週間程度
スバル,フォレスター,SJ5,2012/11～,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,212227,3AAA-SI-A1-R00-qq-e-1,3AAA-SI-A1-R00-qq-e-d-1,3AAA.SI.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|200/8,35|40,+20/-25|+30/-37,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
スバル,レヴォーグ,VM4/VMG,2014.6～,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,211880,3AAA-SG-A1-000-2CUP-qq-e-327,出さない,3AAA.SG.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/9|175/7,25|30,+40/-15|+40/-27,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,530000,出さない,受注生産　1ヶ月程度
スバル,レヴォーグ,VM4/VMG,2014.6～,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,425408,,212883,3AAA-SG-A1-R00-2CUP-qq-e-445,出さない,3AAA.SG.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/9|175/7,25|30,+40/-15|+40/-9,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,523000,出さない,受注生産　1ヶ月程度
スバル,レヴォーグ,VM4/VMG,2014/6～,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,211881,3AAA-SG-A1-000-qq-e-5,3AAA-SG-A1-000-qq-e-d-5,3AAA.SG.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|175/7,25|30,+40/-15|+40/-27,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,250500,受注生産　2～3週間程度
スバル,レヴォーグ,VM4/VMG,2014/6～,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,211882,3AAA-SG-A1-R00-qq-e-3,3AAA-SG-A1-R00-qq-e-d-3,3AAA.SG.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|175/7,25|30,+40/-15|+40/-9,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
スバル,レガシィ,BG/BD,1993～1998,,Fr：調整式ピロボール<br>Rr：調整式ピロボール,250831,,211460,3AAA-PO-A1-000-qq-e-6,3AAA-PO-A1-000-qq-e-d-6,3AAA.PO.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|調整式ピロボール,200/7|225/5,30|30,+40/-35|+50/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,320000,258000,受注生産　2～3週間程度
スバル,レガシィ,BG/BD,1993～1998,,Fr：調整式ピロボール<br>Rr：調整式ピロボール,439236,,212853,3AAA-PO-A1-000-2CUP-qq-e-449,出さない,3AAA.PO.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|調整式ピロボール,200/7|225/5,30|30,+40/-35|+50/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,540000,出さない,受注生産　1ヶ月程度
スバル,レガシィB4,BE5/BEE,1998.12～2003.5,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,211464,3AAA-S2-A1-000-2CUP-qq-e-215,出さない,3AAA.S2.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/8|175/6,30|25,+40/-20|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,530000,出さない,受注生産　1ヶ月程度
スバル,レガシィB4,BE5/BEE,1998.12～2003.5,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,425408,,212188,3AAA-S2-A1-R00-2CUP-qq-e-438,出さない,3AAA.S2.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/8|175/6,30|25,+40/-20|+40/-23,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,523000,出さない,受注生産　1ヶ月程度
スバル,レガシィB4,BE5/BEE,1998/12～2003/5,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,212187,3AAA-S2-A1-000-qq-e-7,3AAA-S2-A1-000-qq-e-d-7,3AAA.S2.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/8|175/6,30|25,+40/-20|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,250500,受注生産　2～3週間程度
スバル,レガシィB4,BE5/BEE,1998/12～2003/5,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,212189,3AAA-S2-A1-R00-qq-e-8,3AAA-S2-A1-R00-qq-e-d-8,3AAA.S2.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/8|175/6,30|25,+40/-20|+40/-23,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
スバル,レガシィB4,BL5/BLE,2003.5～2009.5,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,425408,,211476,3AAA-S5-A1-R00-2CUP-qq-e-316,出さない,3AAA.S5.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/9|175/8,20|20,+30/-25|+40/-18,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,523000,出さない,受注生産　1ヶ月程度
スバル,レガシィB4,BL5/BLE,2003.5～2009.5,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,212197,3AAA-S5-A1-000-2CUP-qq-e-440,出さない,3AAA.S5.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/9|175/8,20|20,+40/-20|+45/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,530000,出さない,受注生産　1ヶ月程度
スバル,レガシィB4,BL5/BLE,2003/5～2009/5,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,212198,3AAA-S5-A1-000-qq-e-13,3AAA-S5-A1-000-qq-e-d-13,3AAA.S5.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|175/8,20|20,+40/-20|+45/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,250500,受注生産　2～3週間程度
スバル,レガシィB4,BL5/BLE,2003/5～2009/5,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,212199,3AAA-S5-A1-R00-qq-e-11,3AAA-S5-A1-R00-qq-e-d-11,3AAA.S5.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|175/8,20|20,+30/-25|+40/-18,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,245300,受注生産　2～3週間程度
